u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71437139,71603797,0,9415746,0,2,,Van Ness Avenue,residential,30 mph,18.3,95.245,71603797,71437139,,,"LINESTRING (-71.73494 42.283374, -71.734888 42.283308, -71.734836 42.283243, -71.734777 42.283182, -71.734674 42.283108, -71.734556 42.283043, -71.734434 42.282984, -71.734315 42.282933, -71.734191 42.282886, -71.734071 42.282836)"
71437146,71472962,0,9414416,0,2,,Woodland Road,residential,,12.2,91.68799999999999,71472962,71437146,,,"LINESTRING (-71.713666 42.288408, -71.713904 42.288496, -71.714123 42.288557, -71.71424 42.288579, -71.714532 42.288588, -71.71473 42.28856)"
71437146,71613551,0,9414416,0,2,,Woodland Road,residential,,12.2,117.35300000000001,71613551,71437146,,,"LINESTRING (-71.716081 42.288223, -71.715079 42.288476, -71.714994 42.288505, -71.71473 42.28856)"
71437697,71558335,0,9415336,0,2,,Pond Avenue,residential,,7.6,105.128,71558335,71437697,,,"LINESTRING (-71.759924 42.306919, -71.759243 42.306913, -71.758891 42.306909, -71.758646 42.3069)"
71437697,71441545,0,9415988,0,2,MA 70,Clinton Street,secondary,45 mph,15.2,58.166,71441545,71437697,,,"LINESTRING (-71.75845 42.307402, -71.758456 42.307376, -71.758522 42.30718, -71.758579 42.30704, -71.758631 42.306929, -71.758646 42.3069)"
71437697,71668661,0,9415988,0,2,MA 70,Clinton Street,secondary,45 mph,15.2,89.59200000000001,71668661,71437697,,,"LINESTRING (-71.759192 42.306206, -71.758945 42.306461, -71.758792 42.306665, -71.7586845 42.3068299, -71.758676 42.306843, -71.758646 42.3069)"
71437747,71495630,0,9414419,0,2,,Colonial Drive,residential,,12.2,157.84500000000003,71495630,71437747,,,"LINESTRING (-71.7041248 42.3273825, -71.7048547 42.3275245, -71.7049462 42.3275363, -71.7050483 42.3275429, -71.7051486 42.3275377, -71.7052418 42.3275246, -71.7053368 42.3274985, -71.7054177 42.3274671, -71.7054932 42.3274279, -71.7055652 42.327386, -71.705864 42.3271917)"
71437747,71548023,0,9414419,0,2,,Colonial Drive,residential,,12.2,159.765,71548023,71437747,,,"LINESTRING (-71.7075929 42.3265666, -71.7068504 42.3267578, -71.7067103 42.3267989, -71.7065743 42.32684, -71.7064383 42.3268871, -71.7063125 42.3269357, -71.7061877 42.3269948, -71.7060791 42.3270599, -71.705864 42.3271917)"
71437747,71471870,0,9415451,0,2,,Coachman Ridge Road,residential,30 mph,15.2,207.91100000000006,71471870,71437747,,,"LINESTRING (-71.705502 42.32891, -71.705766 42.3284413, -71.7059165 42.328174, -71.7060923 42.327862, -71.7061226 42.3277962, -71.7061389 42.3277339, -71.7061458 42.3276646, -71.7061434 42.3275988, -71.706134 42.3275364, -71.7061105 42.3274741, -71.7060778 42.32741, -71.706031 42.3273494, -71.7059685 42.3272826, -71.705864 42.3271917)"
71438168,71632764,0,9415978,0,2,,Elm Street,residential,,12.2,126.424,71632764,71438168,,,"LINESTRING (-71.740249 42.276798, -71.740617 42.276435, -71.740785 42.276287, -71.740887 42.276206, -71.741202 42.275963, -71.741244 42.275934)"
71438168,71552066,0,9415978,0,2,,Elm Street,residential,,12.2,54.642999999999994,71552066,71438168,,,"LINESTRING (-71.7411886 42.2754443, -71.7411973 42.2755162, -71.7412106 42.2756353, -71.7412284 42.2757944, -71.741244 42.275934)"
71438629,71711824,0,"[971520801, 971520802, 9415749]",0,2,,Sewell Street,residential,,10.7,93.116,71711824,71438629,,yes,"LINESTRING (-71.7499217 42.3080569, -71.7497317 42.3080919, -71.7496492 42.3081, -71.749454 42.308124, -71.749326 42.308143, -71.749196 42.308184, -71.749071 42.308234, -71.748949 42.308305, -71.748883 42.308346)"
71438629,71557250,0,9415896,0,2,,Candlewood Way,residential,30 mph,15.2,290.85999999999996,71557250,71438629,,,"LINESTRING (-71.749297 42.3059873, -71.749258 42.306226, -71.749245 42.306396, -71.749174 42.306679, -71.749143 42.306786, -71.749067 42.30691, -71.748984 42.307038, -71.74883 42.307226, -71.748619 42.307482, -71.748537 42.307579, -71.748478 42.307666, -71.748468 42.307718, -71.748458 42.307771, -71.748457 42.307809, -71.748457 42.307852, -71.74847 42.307954, -71.748511 42.308047, -71.748583 42.308144, -71.748724 42.308249, -71.748883 42.308346)"
71439037,71544629,0,9415823,0,2,,Baldwin Circle,residential,30 mph,12.2,202.62699999999998,71544629,71439037,,,"LINESTRING (-71.7249797 42.2615587, -71.7249495 42.26149, -71.7249256 42.2614164, -71.724455 42.2597787)"
71439132,71592380,0,9415780,0,2,,South Quinsigamond Avenue,secondary,25 mph,18.3,73.11399999999999,71592380,71439132,,,"LINESTRING (-71.750776 42.2716852, -71.750778 42.271567, -71.750789 42.271444, -71.750806 42.271321, -71.750818 42.271198, -71.750823 42.271113, -71.750822 42.271029)"
71439132,71591769,0,9415780,0,2,,South Quinsigamond Avenue,secondary,25 mph,18.3,93.11699999999999,71591769,71439132,,,"LINESTRING (-71.750805 42.270192, -71.750811 42.270254, -71.750816 42.270315, -71.750819 42.270376, -71.750821 42.27047, -71.75082 42.270563, -71.75082 42.270657, -71.750823 42.270752, -71.750827 42.270847, -71.7508234 42.2709779, -71.750822 42.271029)"
71439605,71446528,0,9414441,0,2,,Chartwell Circle,residential,30 mph,12.2,206.05999999999997,71446528,71439605,,,"LINESTRING (-71.663646 42.268649, -71.663551 42.268612, -71.663456 42.268574, -71.663369 42.26853, -71.663287 42.268462, -71.663217 42.268384, -71.663147 42.268307, -71.663054 42.26821, -71.662962 42.268114, -71.662866 42.268019, -71.662777 42.267937, -71.662687 42.267856, -71.662598 42.267774, -71.662511 42.267688, -71.662426 42.2676, -71.662343 42.267511, -71.662285 42.267453, -71.662229 42.267394, -71.662184 42.267332, -71.662159 42.267276, -71.66214 42.267207)"
71439605,71649202,0,9415878,0,2,,Whitehall Circle,residential,30 mph,15.2,183.332,71649202,71439605,,,"LINESTRING (-71.663063 42.265838, -71.662975 42.26588, -71.662888 42.265921, -71.662803 42.265964, -71.662721 42.266008, -71.662641 42.266052, -71.662565 42.266101, -71.662489 42.266159, -71.662418 42.266221, -71.662354 42.266287, -71.662296 42.266354, -71.662245 42.266424, -71.662205 42.266497, -71.662181 42.266585, -71.662171 42.266675, -71.662162 42.266766, -71.662151 42.266831, -71.66214 42.266895, -71.662132 42.26696, -71.6621304 42.2669798, -71.662127 42.267021, -71.662126 42.267082, -71.662129 42.267135, -71.66214 42.267207)"
71439605,71635017,0,9415902,0,2,,Whitehall Circle,residential,30 mph,12.2,144.066,71635017,71439605,,,"LINESTRING (-71.660968 42.268112, -71.661084 42.267841, -71.661296 42.267697, -71.661777 42.267365, -71.66214 42.267207)"
71439938,71579098,0,9415394,0,2,,Hill Street,tertiary,,12.2,656.947,71579098,71439938,,,"LINESTRING (-71.710844 42.313316, -71.710166 42.313274, -71.709226 42.313205, -71.708431 42.313143, -71.70766 42.313079, -71.707437 42.313061, -71.707393 42.313058, -71.707357 42.313055, -71.706632 42.313, -71.705862 42.312939, -71.705109 42.31288, -71.704421 42.312824, -71.703723 42.312778, -71.703119 42.312743, -71.702895 42.312725)"
71439938,71674232,0,340494932,0,2,,Prospect Street,tertiary,,11.0,60.94500000000001,71674232,71439938,,,"LINESTRING (-71.702468 42.313173, -71.7026563 42.3129754, -71.702895 42.312725)"
71440061,71555666,0,9414257,0,2,,Concord Road,residential,,,292.7059999999999,71555666,71440061,,,"LINESTRING (-71.735975 42.285493, -71.735771 42.285467, -71.735668 42.28546, -71.735474 42.285466, -71.73538 42.285481, -71.735301 42.285505, -71.735149 42.285569, -71.734957 42.285668, -71.734874 42.285717, -71.734712 42.285819, -71.734494 42.285942, -71.734383 42.286001, -71.734172 42.286105, -71.734076 42.286164, -71.734012 42.286215, -71.733954 42.28627, -71.733905 42.286329, -71.733844 42.286435, -71.733825 42.286491, -71.733816 42.286538, -71.733814 42.286633, -71.733823 42.286703, -71.733861 42.286842, -71.733888 42.286928, -71.73395 42.2871)"
71440061,71555666,1,9414395,0,2,,Bunker Hill Road,residential,,15.2,276.846,71555666,71440061,,,"LINESTRING (-71.735975 42.285493, -71.735961 42.285595, -71.735921 42.285957, -71.73591 42.286036, -71.735877 42.286185, -71.735854 42.286259, -71.73582 42.286345, -71.735756 42.286467, -71.735728 42.286505, -71.73567 42.286553, -71.7356 42.286594, -71.735526 42.28663, -71.735452 42.28666, -71.735144 42.286759, -71.734836 42.286851, -71.734537 42.286943, -71.734387 42.286986, -71.734095 42.287061, -71.73395 42.2871)"
71440380,71669887,0,9414204,0,2,,Edgewater Avenue,tertiary,,10.7,38.122,71669887,71440380,,,"LINESTRING (-71.746343 42.270297, -71.746341 42.270235, -71.746339 42.270173, -71.746343 42.270111, -71.746348 42.270058, -71.746357 42.270006, -71.746381 42.269958)"
71440380,71656387,0,"[9415082, 9414966]",0,2,,"['Lakewood Drive', 'Hancock Street']",residential,,"['12.2', '7.9']",546.9570000000002,71656387,71440380,,,"LINESTRING (-71.742746 42.273306, -71.742833 42.27323, -71.742919 42.273154, -71.743002 42.273076, -71.743093 42.272983, -71.74318 42.272886, -71.743264 42.272789, -71.743334 42.272709, -71.743402 42.272627, -71.743467 42.272545, -71.743521 42.272467, -71.743571 42.272387, -71.743622 42.272308, -71.743674 42.272232, -71.743726 42.272156, -71.743776 42.27208, -71.743829 42.271985, -71.743878 42.27189, -71.743928 42.271794, -71.743973 42.271709, -71.744019 42.271625, -71.744065 42.271539, -71.744115 42.27145, -71.744166 42.271362, -71.744217 42.271273, -71.744261 42.271199, -71.744304 42.271124, -71.744347 42.27105, -71.744393 42.270968, -71.744439 42.270885, -71.744469 42.270828, -71.744483 42.270803, -71.74453 42.270709, -71.744576 42.270615, -71.744625 42.270521, -71.744683 42.270421, -71.744745 42.270322, -71.744804 42.270222, -71.74484 42.270155, -71.744875 42.270087, -71.744911 42.27002, -71.744936 42.269966, -71.744962 42.269912, -71.744974 42.269897, -71.745 42.269865, -71.745052 42.269829, -71.745116 42.2698, -71.745183 42.269779, -71.745249 42.2697729, -71.745317 42.269767, -71.745385 42.269769, -71.745467 42.269778, -71.745547 42.269794, -71.745627 42.269811, -71.745719 42.269834, -71.74581 42.269858, -71.745902 42.269882, -71.745978 42.2699, -71.746055 42.269916, -71.746214 42.269941, -71.746298 42.26995, -71.746381 42.269958)"
71440392,5950035543,0,9414355,0,2,,Camelot Drive,residential,30 mph,15.2,313.03,5950035543,71440392,,,"LINESTRING (-71.6895689 42.3224315, -71.690441 42.3196912)"
71440392,5950045006,0,9414355,0,2,,Camelot Drive,residential,30 mph,15.2,106.547,5950045006,71440392,,,"LINESTRING (-71.6907008 42.3187542, -71.690693 42.3188713, -71.6906672 42.3189793, -71.690441 42.3196912)"
71440531,71549787,0,9416486,0,2,,Oak Street,tertiary,30 mph,12.2,52.216,71549787,71440531,,,"LINESTRING (-71.745527 42.262905, -71.746139 42.262781)"
71440531,71528944,0,9415876,0,2,,Heronwood Drive,residential,30 mph,12.2,172.253,71528944,71440531,,,"LINESTRING (-71.7451998 42.2614206, -71.745299 42.26151, -71.745472 42.261674, -71.745685 42.261879, -71.745752 42.261996, -71.745798 42.262128, -71.745856 42.262297, -71.745905 42.262425, -71.745969 42.262531, -71.746139 42.262781)"
71440531,71589652,0,9416486,0,2,,Oak Street,tertiary,30 mph,12.2,88.178,71589652,71440531,,,"LINESTRING (-71.747173 42.262573, -71.746941 42.262621, -71.746139 42.262781)"
71440564,71721103,0,9416451,0,2,,Nightingale Drive,residential,30 mph,12.2,265.15799999999996,71721103,71440564,,,"LINESTRING (-71.697088 42.256771, -71.6969351 42.2561561, -71.6969097 42.2560443, -71.6969054 42.2559309, -71.6969112 42.2558743, -71.6969386 42.2557627, -71.69696 42.2557083, -71.6970178 42.2556032, -71.6970738 42.2555289, -71.6971167 42.2554819, -71.6972152 42.255395, -71.697329 42.2553191, -71.6973909 42.2552856, -71.6979314 42.255014, -71.6980016 42.254975, -71.6980338 42.2549503, -71.6980856 42.2548919, -71.6981165 42.2548412, -71.6981426 42.2547859)"
71441545,71524090,0,9415988,0,2,MA 70,Clinton Street,secondary,45 mph,15.2,49.437,71524090,71441545,,,"LINESTRING (-71.758355 42.307841, -71.758388 42.307678, -71.75845 42.307402)"
71441545,71671763,0,9416222,0,1,,Ira Avenue,residential,,6.1,122.10600000000001,71671763,71441545,,,"LINESTRING (-71.759932 42.307399, -71.7596 42.307421, -71.759329 42.307431, -71.759122 42.307429, -71.758989 42.307428, -71.758762 42.307418, -71.7586561 42.3074135, -71.758625 42.307412, -71.75845 42.307402)"
71441545,71707997,0,9416411,0,2,,Chamberlain Road,residential,,9.1,68.782,71707997,71441545,,,"LINESTRING (-71.757623 42.307409, -71.757835 42.307375, -71.758016 42.307369, -71.758178 42.307374, -71.758305 42.307398, -71.75845 42.307402)"
71441758,71619436,0,9416140,0,2,,Peninsula Drive,residential,,6.1,114.74600000000001,71619436,71441758,,,"LINESTRING (-71.738289 42.24607, -71.737986 42.246246, -71.737748 42.246354, -71.737502 42.246458, -71.737091 42.246587)"
71442109,71666892,0,"[9414212, 9414341]",0,2,,"['Edgemont Road', 'Beach Road']",residential,,12.2,493.0989999999999,71666892,71442109,,,"LINESTRING (-71.739026 42.27717, -71.738485 42.277433, -71.737627 42.277852, -71.737491 42.277923, -71.737427 42.277963, -71.737382 42.278, -71.737298 42.27808, -71.736669 42.278828, -71.736543 42.278965, -71.736472 42.279028, -71.736437 42.279054, -71.736359 42.279107, -71.736295 42.279139, -71.736232 42.279159, -71.734925 42.279447, -71.734283 42.279597)"
71442109,71491817,0,93382878,0,2,,Maple Avenue,secondary,40 mph,15.2,292.266,71491817,71442109,,,"LINESTRING (-71.73336 42.282091, -71.733427 42.281995, -71.733492 42.281898, -71.733559 42.281802, -71.733615 42.281728, -71.733672 42.281654, -71.733726 42.28158, -71.733779 42.2815, -71.733829 42.28142, -71.733877 42.281339, -71.733928 42.281254, -71.733977 42.281168, -71.734023 42.281082, -71.734068 42.280989, -71.734109 42.280894, -71.734145 42.280798, -71.734174 42.280703, -71.734198 42.280606, -71.734216 42.280508, -71.734227 42.280424, -71.7342304 42.2803886, -71.734235 42.28034, -71.734241 42.280255, -71.734247 42.280167, -71.734252 42.280078, -71.734257 42.279989, -71.734266 42.279859, -71.734275 42.279728, -71.734283 42.279597)"
71442109,71597168,0,93382878,0,2,,Maple Avenue,secondary,40 mph,15.2,157.30100000000002,71597168,71442109,,,"LINESTRING (-71.734595 42.278211, -71.734531 42.278332, -71.734476 42.278455, -71.734428 42.27858, -71.734416 42.278618, -71.734384 42.278719, -71.734349 42.278861, -71.734323 42.279003, -71.734311 42.279112, -71.734304 42.279222, -71.7342995 42.2793049, -71.734298 42.279332, -71.734293 42.279421, -71.734288 42.279509, -71.734283 42.279597)"
71442231,71563815,0,9415551,1,1,,,motorway_link,,15.2,456.4799999999999,71442231,71563815,,,"LINESTRING (-71.7491436 42.2947687, -71.748815 42.29491, -71.748254 42.295154, -71.747872 42.295321, -71.747434 42.29553, -71.746976 42.295753, -71.74658 42.295935, -71.746155 42.296153, -71.746022 42.296216, -71.745828 42.29631, -71.745343 42.29655, -71.744865 42.296793, -71.744498 42.297009)"
71442231,71468346,0,340747557,1,1,,,motorway_link,,15.2,102.762,71468346,71442231,,,"LINESTRING (-71.750206 42.294283, -71.749801 42.294482, -71.749365 42.294674, -71.7491436 42.2947687)"
71442231,71482611,0,9415551,1,1,,,motorway_link,,15.2,143.276,71482611,71442231,,,"LINESTRING (-71.74957 42.2937172, -71.7497122 42.2938898, -71.749753 42.293969, -71.749775 42.294045, -71.7497927 42.2941319, -71.7497927 42.2941894, -71.7497846 42.294239, -71.7497658 42.2942985, -71.7497149 42.2943838, -71.7496666 42.2944374, -71.749562 42.2945148, -71.7494628 42.2945783, -71.7493206 42.2946656, -71.7491436 42.2947687)"
71442541,71471608,0,9415281,0,2,,Rawson Hill Drive,residential,30 mph,15.2,83.14,71471608,71442541,,,"LINESTRING (-71.7065814 42.3239923, -71.7058419 42.3241772, -71.7056234 42.3242318)"
71442569,71594732,0,"[9415009, 9414175, 9414639]",0,"['1', '2']",,"['Howard Street', 'Selina Street']",residential,,"['9.1', '6.1']",184.648,71594732,71442569,,,"LINESTRING (-71.741987 42.280816, -71.741888 42.280692, -71.741817 42.28057, -71.741789 42.280465, -71.741777 42.280422, -71.741715 42.280296, -71.741633 42.280198, -71.741606 42.280148, -71.741597 42.280103, -71.741597 42.280056, -71.741614 42.280016, -71.741638 42.279999, -71.741648 42.279992, -71.741694 42.279972, -71.741741 42.279953, -71.742613 42.279734)"
71442569,71569148,0,9415799,0,2,,Harrington Avenue,secondary,,12.2,19.798000000000002,71569148,71442569,,,"LINESTRING (-71.742664 42.27956, -71.742639 42.279643, -71.742613 42.279734)"
71442569,71670979,0,9415799,0,2,,Harrington Avenue,secondary,,12.2,37.793,71670979,71442569,,,"LINESTRING (-71.742521 42.280067, -71.742552 42.279956, -71.742582 42.279845, -71.742613 42.279734)"
71442585,71579684,0,9414151,0,2,,Rolfe Avenue,residential,,12.2,75.57600000000001,71579684,71442585,,,"LINESTRING (-71.736788 42.273551, -71.737289 42.27338, -71.737636 42.273292)"
71442585,71618626,0,9416267,0,2,,Tatum Road,residential,,12.2,119.656,71618626,71442585,,,"LINESTRING (-71.73779 42.274362, -71.737695 42.273746, -71.737636 42.273292)"
71442673,71579098,0,9415394,0,2,,Hill Street,tertiary,,12.2,361.95699999999994,71579098,71442673,,,"LINESTRING (-71.710844 42.313316, -71.711276 42.313341, -71.71197 42.313375, -71.712702 42.313411, -71.713399 42.313449, -71.713465 42.313452, -71.713531 42.313454, -71.713573 42.313457, -71.713614 42.313459, -71.713656 42.31346, -71.713677 42.313461, -71.713687 42.313462, -71.713708 42.313463, -71.713759 42.313465, -71.71381 42.313466, -71.713856 42.313468, -71.713901 42.313469, -71.713946 42.313471, -71.713996 42.313473, -71.714047 42.313476, -71.714097 42.31348, -71.714138 42.313485, -71.714179 42.313491, -71.71422 42.313497, -71.714262 42.313503, -71.714304 42.313509, -71.714346 42.313516, -71.714392 42.313524, -71.714438 42.313531, -71.714484 42.31354, -71.714524 42.313547, -71.714564 42.313553, -71.714604 42.31356, -71.714643 42.313568, -71.714683 42.313576, -71.714723 42.313584, -71.714771 42.313593, -71.71482 42.313601, -71.71487 42.313608, -71.714921 42.313617, -71.714971 42.313626, -71.715023 42.313634, -71.71507 42.313641, -71.715117 42.313648, -71.715164 42.313653, -71.715212 42.313657)"
71442673,71587758,0,9416219,0,2,,Straw Hollow Lane,residential,30 mph,12.2,214.758,71587758,71442673,,,"LINESTRING (-71.7152187 42.315556, -71.7151076 42.3153175, -71.715042 42.315079, -71.7152041 42.3145142, -71.715237 42.314144, -71.715212 42.313657)"
71442915,71712399,0,9414478,0,1,,Old Oak Street,residential,,7.6,95.649,71712399,71442915,,,"LINESTRING (-71.735146 42.270275, -71.735063 42.270175, -71.73498 42.270076, -71.734893 42.269978, -71.734798 42.269878, -71.7347 42.26978, -71.734599 42.269683, -71.73454 42.269627, -71.73448 42.269571)"
71442915,71686513,0,971520950,0,2,,Oak Street,tertiary,30 mph,12.2,127.77800000000002,71686513,71442915,,,"LINESTRING (-71.734048 42.270617, -71.734349 42.270357, -71.734435 42.270223, -71.7344472 42.2701682, -71.734518 42.269849, -71.73448 42.269571)"
